Date,State,Purpose,Amount_Requested,Risk_Score,Debt_Income_Ratio,Employment_Length
201507,VA,Credit_Card,15000,700,0.2947,3
201507,IL,Credit_Card,30000,710,0.2936,11
201507,UT,Credit_Card,15000,770,0.1097,11
201507,MI,Other,1000,660,0.0768,11
201507,CO,Other,18000,665,0.1957,0
201507,OH,Other,1000,695,0.273,1
201507,TN,Purchase,6000,680,0.3229,1
201507,PA,Credit_Card,3000,685,0.2056,5
201507,AZ,Credit_Card,12950,680,0.115,0
201507,NJ,Debt_Consolidation,18000,680,0.2068,7
201507,GA,Purchase,8600,725,0.1864,1
201507,CO,Credit_Card,20000,740,0.0731,2
201507,TX,Housing,18000,690,0.2068,11
201507,CT,Debt_Consolidation,3300,685,0.1342,2
201507,NY,Debt_Consolidation,25000,710,0.2083,11
201507,NC,Debt_Consolidation,12000,685,0.2391,4
201507,CA,Credit_Card,7800,750,0.146,0
201507,HI,Credit_Card,5000,670,0.3155,11
201507,VA,Credit_Card,21600,680,0.2279,11
201507,IL,Credit_Card,14950,675,0.3225,11
201507,CA,Debt_Consolidation,17825,685,0.2106,11
201507,NY,Other,3000,665,0.1345,8
201507,MO,Debt_Consolidation,14750,675,0.2007,2
201507,TX,Other,4800,705,0.3114,11
201507,NY,Credit_Card,25000,695,0.1249,1
201507,IL,Credit_Card,20150,660,0.261,0
201507,WI,Debt_Consolidation,17000,675,0.1936,11
201507,VA,Debt_Consolidation,15450,675,0.23,11
201507,AZ,Other,7075,660,0.0925,2
201507,VA,Other,25000,745,0.1856,11
201507,WA,Debt_Consolidation,6000,740,0.2426,5
201507,TX,Debt_Consolidation,35000,690,0.2394,3
201507,MA,Debt_Consolidation,18700,685,0.252,11
201507,CA,Debt_Consolidation,9800,700,0.2466,11
201507,WA,Credit_Card,35000,690,0.23,11
201507,NY,Debt_Consolidation,18000,750,0.1194,11
201507,TX,Housing,3075,665,0.1329,4
201507,MA,Debt_Consolidation,20000,685,0.118,11
201507,NY,Credit_Card,24000,715,0.0968,0
201507,CA,Debt_Consolidation,10000,710,0.2845,5
201507,MN,Debt_Consolidation,4000,675,0.0507,3
201507,TX,Debt_Consolidation,20000,755,0.3413,11
201507,VA,Credit_Card,10000,700,0.1634,5
201507,TX,Credit_Card,30000,715,0.2401,0
201507,NJ,Credit_Card,30000,670,0.1578,11
201507,OH,Debt_Consolidation,20000,660,0.2052,11
201507,VA,Debt_Consolidation,8475,710,0.2959,11
201507,VA,Debt_Consolidation,12000,695,0.3257,2
201507,NC,Credit_Card,11200,665,0.1663,5
201507,NY,Credit_Card,19000,665,0.1548,11
201507,AR,Debt_Consolidation,8000,665,0.2835,11
201507,NC,Debt_Consolidation,10000,675,0.0629,3
201507,NV,Credit_Card,9000,675,0.3903,11
201507,CA,Credit_Card,9350,735,0.1071,11
201507,FL,Debt_Consolidation,17000,720,0.174,11
201507,NC,Credit_Card,20300,700,0.2429,0
201507,NH,Debt_Consolidation,20000,770,0.2302,11
201507,WA,Debt_Consolidation,8000,680,0.2784,1
201507,WI,Credit_Card,25000,780,0.1696,11
201507,SC,Debt_Consolidation,11500,690,0.3104,2
201507,NV,Credit_Card,4800,705,0.1642,5
201507,FL,Other,10000,675,0.2579,11
201507,MO,Credit_Card,31200,700,0.2729,11
201507,PA,Debt_Consolidation,14000,700,0.2215,11
201507,CA,Debt_Consolidation,18000,665,0.3615,0
201507,MI,Debt_Consolidation,13000,730,0.2289,2
201507,CA,Debt_Consolidation,14350,660,0.1774,0
201507,NY,Debt_Consolidation,10025,680,0.314,11
201507,CA,Debt_Consolidation,15000,685,0.0897,3
201507,NY,Housing,2400,660,0.1426,1
201507,FL,Debt_Consolidation,22925,785,0.3819,11
201507,NC,Debt_Consolidation,3200,695,0.1737,5
201507,FL,Credit_Card,9600,670,0.166,4
201507,CA,Debt_Consolidation,15000,730,0.2708,3
201507,OH,Debt_Consolidation,3600,680,0.1246,11
201507,KY,Credit_Card,6000,665,0.2711,11
201507,NJ,Debt_Consolidation,10000,705,0.0123,11
201507,TX,Debt_Consolidation,20000,735,0.2411,11
201507,WI,Debt_Consolidation,35000,660,0.1353,3
201507,NJ,Credit_Card,14000,735,0.1827,4
201507,NC,Other,27675,705,0.2724,11
201507,OH,Debt_Consolidation,13200,705,0.2916,11
201507,AZ,Debt_Consolidation,10000,675,0.1902,11
201507,GA,Debt_Consolidation,34800,760,0.25,11
201507,GA,Other,12000,700,0.1678,4
201507,WA,Credit_Card,17000,660,0.2112,11
201507,TX,Debt_Consolidation,20000,680,0.2353,6
201507,NC,Credit_Card,15000,695,0.1853,11
201507,FL,Credit_Card,15200,695,0.1091,0
201507,KS,Debt_Consolidation,18000,700,0.265,11
201507,NY,Debt_Consolidation,12900,680,0.2985,3
201507,IL,Credit_Card,8075,720,0.3985,9
201507,CA,Credit_Card,16000,665,0.1275,0
201507,TX,Other,2500,670,0.1571,11
201507,GA,Debt_Consolidation,10000,670,0.063,0
201507,AR,Credit_Card,20000,745,0.1223,3
201507,GA,Credit_Card,35000,690,0.1737,0
201507,TX,Debt_Consolidation,20000,675,0.1119,7
201507,AL,Debt_Consolidation,11450,670,0.3153,3
201507,CA,Credit_Card,29000,700,0.1608,2
201507,RI,Debt_Consolidation,7000,660,0.143,4
201507,OR,Purchase,6000,700,0.2713,3
201507,GA,Debt_Consolidation,25000,700,0.0957,11
201507,SC,Debt_Consolidation,12000,690,0.1936,11
201507,FL,Debt_Consolidation,16000,685,0.2094,1
201507,NC,Debt_Consolidation,35000,715,0.1454,2
201507,NJ,Credit_Card,24975,680,0.1752,11
201507,TX,Debt_Consolidation,16000,680,0.0759,2
201507,TX,Credit_Card,10000,670,0.2275,11
201507,MD,Housing,22400,660,0.0814,0
201507,RI,Debt_Consolidation,16800,660,0.3357,4
201507,CA,Debt_Consolidation,6150,660,0.2283,1
201507,LA,Housing,20000,660,0.3034,11
201507,FL,Credit_Card,24800,695,0.3584,5
201507,FL,Debt_Consolidation,12000,660,0.1669,2
201507,TX,Debt_Consolidation,23000,675,0.2792,9
201507,CA,Debt_Consolidation,15000,680,0.3125,11
201507,NY,Debt_Consolidation,20000,685,0.0949,11
201507,CA,Debt_Consolidation,20000,695,0.144,11
201507,OK,Credit_Card,16000,660,0.0993,2
201507,TX,Credit_Card,9625,665,0.2986,11
201507,NY,Debt_Consolidation,21000,735,0.1028,5
201507,CA,Other,6000,670,0.1936,11
201507,NV,Other,10000,675,0.3603,4
201507,WA,Housing,32000,790,0.1389,2
201507,NY,Debt_Consolidation,27000,800,0.1385,2
201507,CO,Debt_Consolidation,15000,685,0.112,0
201507,MD,Credit_Card,12000,660,0.1231,4
201507,IL,Credit_Card,35000,735,0.2228,5
201507,CO,Housing,16000,740,0.1984,1
201507,CT,Debt_Consolidation,5600,705,0.1723,9
201507,CA,Housing,18000,715,0.2371,7
201507,TX,Housing,9000,705,0.1983,1
201507,OH,Housing,8000,660,0.0447,11
201507,WI,Credit_Card,28000,740,0.2209,11
201507,NV,Debt_Consolidation,13000,725,0.1834,2
201507,FL,Debt_Consolidation,30000,700,0.2105,6
201507,MO,Housing,21000,680,0.1663,1
201507,NJ,Debt_Consolidation,18000,720,0.1992,11
201507,FL,Credit_Card,14000,660,0.121,7
201507,TX,Credit_Card,35000,700,0.2931,5
201507,TX,Purchase,15000,695,0.1137,11
201507,TX,Debt_Consolidation,16125,690,0.2425,3
201507,CA,Purchase,15000,675,0.065,0
201507,CA,Credit_Card,15000,745,0.1263,2
201507,AL,Debt_Consolidation,9000,685,0.312,2
201507,CA,Debt_Consolidation,24000,685,0.2841,8
201507,OR,Purchase,12225,680,0.1823,3
201507,NJ,Debt_Consolidation,4000,690,0.0616,11
201507,CA,Credit_Card,15000,675,0.1031,11
201507,WA,Debt_Consolidation,35000,700,0.1344,1
201507,FL,Credit_Card,12000,720,0.1878,6
201507,CO,Debt_Consolidation,9800,660,0.3156,3
201507,CA,Other,12000,660,0.1754,11
201507,AK,Credit_Card,35000,705,0.2348,11
201507,CA,Housing,30000,715,0.0967,11
201507,MI,Other,2000,690,0.1114,11
201507,MD,Debt_Consolidation,18400,680,0.3103,11
201507,TN,Debt_Consolidation,16000,670,0.3456,11
201507,AR,Debt_Consolidation,7200,675,0.1486,5
201507,MO,Credit_Card,5000,670,0.2245,8
201507,VA,Debt_Consolidation,34775,660,0.1321,3
201507,CO,Debt_Consolidation,13225,670,0.149,5
201507,VA,Debt_Consolidation,35000,670,0.1327,8
201507,PA,Purchase,6600,675,0.2364,2
201507,AR,Debt_Consolidation,18350,660,0.3007,11
201507,MO,Debt_Consolidation,13500,710,0.2108,11
201507,FL,Credit_Card,11000,700,0.0986,0
201507,TX,Debt_Consolidation,12000,670,0.2958,11
201507,AL,Housing,20000,685,0.1557,11
201507,MI,Housing,12000,670,0.2362,0
201507,NY,Debt_Consolidation,18000,710,0.2566,11
201507,VA,Debt_Consolidation,4000,660,0.0837,3
201507,WA,Purchase,10000,675,0.06,5
201507,FL,Credit_Card,13075,685,0.3026,9
201507,FL,Other,35000,675,0.1157,2
201507,WV,Credit_Card,12000,665,0.2423,11
201507,AZ,Debt_Consolidation,15400,665,0.2582,11
201507,AL,Credit_Card,22175,750,0.3482,3
201507,NY,Credit_Card,15000,660,0.1171,0
201507,NY,Credit_Card,9000,670,0.1821,1
201507,IN,Housing,1600,660,0.2236,11
201507,PA,Debt_Consolidation,29000,715,0.2701,9
201507,TX,Credit_Card,7500,685,0.0673,0
201507,NC,Credit_Card,5000,685,0.2967,2
201507,TX,Debt_Consolidation,10000,665,0.2751,1
201507,MT,Debt_Consolidation,6000,695,0.195,2
201507,CA,Credit_Card,10000,775,0.223,7
201507,FL,Debt_Consolidation,23775,670,0.2929,11
201507,OK,Debt_Consolidation,15000,700,0.2107,0
201507,OR,Debt_Consolidation,17000,840,0.1222,0
201507,CT,Housing,20000,670,0.1749,11
201507,KY,Debt_Consolidation,4000,665,0.2349,5
201507,WA,Debt_Consolidation,10000,690,0.3354,2
201507,TX,Credit_Card,35000,685,0.3649,11
201507,CO,Debt_Consolidation,10000,675,0.2064,3
201507,CT,Debt_Consolidation,5000,700,0.3403,7
201507,CA,Debt_Consolidation,18000,680,0.3076,5
201507,CA,Debt_Consolidation,30800,665,0.3315,11
201507,MT,Debt_Consolidation,14000,670,0.1359,2
201507,NC,Housing,11200,690,0.39,8
201507,NY,Other,15000,700,0.051,11
201507,FL,Debt_Consolidation,10000,680,0.381,3
201507,FL,Credit_Card,14800,670,0.1982,11
201507,WA,Credit_Card,35000,720,0.1538,11
201507,MD,Debt_Consolidation,14000,685,0.1519,5
201507,GA,Debt_Consolidation,25525,690,0.2962,11
201507,CA,Housing,12000,675,0.0499,4
201507,AR,Credit_Card,7200,660,0.2024,11
201507,WA,Debt_Consolidation,12000,680,0.246,11
201507,MD,Debt_Consolidation,30850,670,0.146,3
201507,NY,Debt_Consolidation,20000,670,0.166,11
201507,CA,Debt_Consolidation,16000,785,0.3285,11
201507,NV,Debt_Consolidation,6000,665,0.1267,7
201507,CO,Debt_Consolidation,6200,690,0.2547,5
201507,IL,Other,18500,680,0.2238,11
201507,PA,Credit_Card,12000,675,0.2656,11
201507,MD,Debt_Consolidation,3500,690,0.267,4
201507,TX,Debt_Consolidation,9000,685,0.2872,11
201507,NY,Other,3000,700,0.2646,0
201507,CA,Debt_Consolidation,6175,675,0.086,0
201507,NY,Housing,13825,700,0.2934,8
201507,OH,Housing,9600,665,0.0729,0
201507,MO,Debt_Consolidation,25000,685,0.3874,1
201507,NY,Credit_Card,11200,670,0.1193,4
201507,FL,Debt_Consolidation,20000,775,0.1121,11
201507,CA,Debt_Consolidation,14000,725,0.1011,0
201507,VA,Debt_Consolidation,3900,680,0.0877,7
201507,PA,Credit_Card,20000,685,0.1274,4
201507,OH,Debt_Consolidation,15700,670,0.317,11
201507,NY,Credit_Card,7900,685,0.1757,0
201507,MA,Debt_Consolidation,10850,670,0.1944,0
201507,CA,Debt_Consolidation,15000,660,0.1893,11
201507,CO,Debt_Consolidation,12000,700,0.1558,0
201507,TN,Debt_Consolidation,11200,660,0.1534,0
201507,WI,Debt_Consolidation,17600,670,0.1762,11
201507,NY,Debt_Consolidation,10275,660,0.1606,2
201507,MI,Debt_Consolidation,28000,700,0.168,11
201507,RI,Debt_Consolidation,6000,665,0.1785,2
201507,OH,Debt_Consolidation,13500,675,0.1569,11
201507,IL,Debt_Consolidation,18600,715,0.194,11
201507,MN,Debt_Consolidation,13000,685,0.1272,5
201507,AZ,Debt_Consolidation,3000,680,0.132,4
201507,NY,Debt_Consolidation,10000,685,0.2211,4
201507,NJ,Debt_Consolidation,24000,660,0.1427,1
201507,CA,Debt_Consolidation,25000,725,0.1223,11
201507,IL,Debt_Consolidation,35000,680,0.2776,0
201507,GA,Housing,10400,670,0.1303,11
201507,OH,Debt_Consolidation,3000,720,0.3091,11
201507,NY,Credit_Card,20000,685,0.0486,11
201507,CA,Credit_Card,15000,660,0.0387,11
201507,KS,Debt_Consolidation,13800,690,0.1616,11
201507,FL,Debt_Consolidation,15000,690,0.3851,11
201507,CA,Debt_Consolidation,3500,660,0.2891,8
201507,NY,Debt_Consolidation,21000,695,0.23,11
201507,NC,Debt_Consolidation,10000,745,0.0792,3
201507,CA,Debt_Consolidation,20000,695,0.1609,8
201507,PA,Purchase,10000,680,0.0406,11
201507,WA,Debt_Consolidation,35000,705,0.2721,2
201507,FL,Debt_Consolidation,34000,725,0.1887,9
201507,LA,Debt_Consolidation,15000,680,0.1687,11
201507,CA,Debt_Consolidation,35000,695,0.1362,11
201507,CT,Credit_Card,22200,720,0.1837,2
201507,NJ,Credit_Card,24000,700,0.315,2
201507,KS,Credit_Card,9000,665,0.1011,0
201507,PA,Debt_Consolidation,25000,720,0.2984,2
201507,PA,Debt_Consolidation,11000,660,0.1143,4
201507,UT,Debt_Consolidation,30000,835,0.2187,11
201507,IL,Other,9200,675,0.1809,11
201507,CA,Debt_Consolidation,14400,665,0.1584,3
201507,IN,Debt_Consolidation,16000,715,0.2076,11
201507,GA,Debt_Consolidation,7975,705,0.1244,4
201507,NY,Housing,35000,705,0.0507,11
201507,CT,Debt_Consolidation,25000,670,0.1956,2
201507,CT,Credit_Card,15000,675,0.1226,11
201507,VA,Housing,19825,705,0.2082,3
201507,TX,Debt_Consolidation,12000,685,0.1052,5
201507,TX,Housing,20000,665,0.2123,11
201507,PA,Debt_Consolidation,35000,700,0.2558,0
201507,MI,Debt_Consolidation,1800,670,0.2655,11
201507,NC,Debt_Consolidation,11350,690,0.3443,4
201507,MN,Debt_Consolidation,24000,700,0.1172,5
201507,NY,Debt_Consolidation,20000,665,0.1104,6
201507,VA,Credit_Card,12000,715,0.1567,0
201507,IL,Purchase,2500,675,0.2616,11
201507,TX,Other,13725,700,0.1911,6
201507,MS,Purchase,4800,695,0.1898,5
201507,CA,Debt_Consolidation,15300,685,0.2759,11
201507,CA,Debt_Consolidation,14400,695,0.2464,2
201507,VA,Debt_Consolidation,5400,675,0.2032,2
201507,CA,Other,3000,765,0.1135,11
201507,NY,Purchase,16000,740,0.0588,11
201507,WV,Credit_Card,5000,680,0.2705,3
201507,IL,Debt_Consolidation,1375,680,0.1427,11
201507,MO,Debt_Consolidation,10000,665,0.1534,11
201507,KY,Debt_Consolidation,5175,660,0.3039,11
201507,AZ,Credit_Card,12000,705,0.2121,1
201507,MA,Credit_Card,10000,670,0.1337,9
201507,NC,Debt_Consolidation,16000,710,0.2171,6
201507,CA,Debt_Consolidation,15000,695,0.1037,3
201507,WA,Debt_Consolidation,18000,745,0.2727,11
201507,MO,Debt_Consolidation,8400,665,0.1849,1
201507,NY,Debt_Consolidation,6000,695,0.2217,2
201507,OH,Debt_Consolidation,6000,675,0.2104,3
201507,NY,Debt_Consolidation,18000,660,0.1321,11
201507,VA,Credit_Card,8000,685,0.1078,7
201507,NY,Credit_Card,9500,690,0.1798,7
201507,VA,Debt_Consolidation,28000,680,0.2831,5
201507,LA,Debt_Consolidation,6000,695,0.1177,11
201507,GA,Debt_Consolidation,2800,695,0.1282,0
201507,OH,Debt_Consolidation,6025,665,0.2084,8
201507,LA,Debt_Consolidation,5000,680,0.1418,11
201507,PA,Debt_Consolidation,16000,670,0.1768,9
201507,TX,Debt_Consolidation,6000,730,0.1498,3
201507,FL,Debt_Consolidation,30000,660,0.1789,5
201507,CA,Debt_Consolidation,17500,715,0.0757,11
201507,FL,Debt_Consolidation,2525,670,0.2434,5
201507,NJ,Housing,12000,695,0.1591,2
201507,OK,Debt_Consolidation,12075,665,0.2398,6
201507,TX,Housing,7000,765,0.2991,11
201507,NY,Debt_Consolidation,15000,690,0.1997,0
201507,TN,Debt_Consolidation,12000,680,0.1459,5
201507,NY,Debt_Consolidation,11250,685,0.3827,8
201507,WI,Credit_Card,23200,760,0.1273,6
201507,NY,Debt_Consolidation,1000,690,0.0187,2
201507,FL,Debt_Consolidation,8750,685,0.2344,11
201507,CA,Credit_Card,25000,680,0.1954,8
201507,DE,Credit_Card,35000,705,0.301,3
201507,NJ,Housing,25000,690,0.2582,11
201507,OH,Debt_Consolidation,17000,665,0.2619,2
201507,CA,Debt_Consolidation,30000,675,0.3138,11
201507,CA,Debt_Consolidation,5000,665,0.2829,1
201507,OH,Credit_Card,27300,720,0.2139,11
201507,MD,Other,14750,675,0.075,1
201507,MI,Credit_Card,2400,695,0.2185,11
201507,CA,Housing,10000,665,0.1047,11
201507,CA,Debt_Consolidation,10000,675,0.3709,0
201507,CA,Other,21100,715,0.1227,3
201507,MO,Debt_Consolidation,30000,705,0.1866,7
201507,NY,Housing,24900,705,0.248,11
201507,TN,Credit_Card,16000,695,0.1655,3
201507,CA,Debt_Consolidation,15000,690,0.2056,11
201507,GA,Debt_Consolidation,25000,670,0.3689,4
201507,CA,Debt_Consolidation,15000,720,0.0845,11
201507,NY,Credit_Card,20000,685,0.3351,9
201507,NY,Other,11200,665,0.1286,3
201507,CA,Credit_Card,17000,735,0.1182,1
201507,NC,Credit_Card,16000,675,0.1835,11
201507,FL,Debt_Consolidation,14450,710,0.3726,4
201507,FL,Other,3000,725,0.2413,11
201507,DC,Debt_Consolidation,5400,720,0.1508,3
201507,IL,Credit_Card,1800,690,0.2953,6
201507,WI,Housing,6000,670,0.26,2
201507,GA,Purchase,7800,720,0.2458,4
201507,KS,Debt_Consolidation,23925,670,0.0743,7
201507,TX,Credit_Card,10200,660,0.3346,11
201507,IL,Debt_Consolidation,4800,670,0.2259,11
201507,FL,Debt_Consolidation,10000,760,0.145,11
201507,NY,Debt_Consolidation,18900,685,0.2072,11
201507,KY,Debt_Consolidation,35000,740,0.2451,11
201507,FL,Debt_Consolidation,10000,685,0.0596,2
201507,MN,Credit_Card,10500,715,0.156,2
201507,MN,Debt_Consolidation,12600,710,0.2102,7
201507,NY,Debt_Consolidation,3000,685,0.0783,7
201507,MO,Debt_Consolidation,10000,680,0.1831,1
201507,GA,Debt_Consolidation,10000,735,0.0813,11
201507,CO,Credit_Card,4800,705,0.174,0
201507,GA,Debt_Consolidation,12000,660,0.11,8
201507,PA,Credit_Card,12000,705,0.2796,11
201507,IL,Debt_Consolidation,16000,690,0.2719,2
201507,CA,Purchase,9600,665,0.1972,8
201507,MD,Debt_Consolidation,8000,660,0.121,11
201507,IN,Credit_Card,24500,685,0.2716,2
201507,IL,Housing,10000,685,0.0352,11
201507,NJ,Debt_Consolidation,35000,745,0.0731,11
201507,NC,Other,5500,765,0.1082,11
201507,OH,Housing,35000,660,0.1298,9
201507,NJ,Debt_Consolidation,6000,670,0.1534,0
201507,VA,Debt_Consolidation,7500,690,0.1169,1
201507,OH,Debt_Consolidation,7000,675,0.191,11
201507,KS,Debt_Consolidation,30000,705,0.3648,11
201507,CA,Debt_Consolidation,21000,670,0.1594,11
201507,CA,Housing,11575,675,0.036,1
201507,CA,Debt_Consolidation,24000,680,0.0924,9
201507,CA,Credit_Card,24000,675,0.1533,7
201507,CO,Credit_Card,12000,720,0.1505,11
201507,CA,Debt_Consolidation,12000,680,0.2634,11
201507,NY,Housing,27725,775,0.0396,1
201507,NV,Debt_Consolidation,21000,700,0.2268,0
201507,OK,Debt_Consolidation,4000,715,0.2305,8
201507,MI,Credit_Card,8300,705,0.156,1
201507,TX,Purchase,15000,760,0.0186,11
201507,AR,Credit_Card,16000,660,0.1504,0
201507,WI,Credit_Card,9600,670,0.1239,0
201507,CA,Debt_Consolidation,29600,705,0.3405,11
201507,OH,Debt_Consolidation,20000,725,0.1478,11
201507,NY,Debt_Consolidation,12500,700,0.2852,11
201507,CA,Debt_Consolidation,15000,695,0.283,0
201507,GA,Credit_Card,15000,725,0.1657,3
201507,CA,Purchase,2000,710,0.277,6
201507,IL,Credit_Card,16000,670,0.2207,5
201507,MD,Debt_Consolidation,15000,660,0.119,2
201507,AL,Other,10000,695,0.201,0
201507,OH,Debt_Consolidation,15900,725,0.1608,3
201507,CA,Debt_Consolidation,11975,685,0.3524,11
201507,AL,Credit_Card,8400,665,0.3705,11
201507,CA,Housing,20000,680,0.1384,11
201507,TX,Other,1200,695,0.0473,4
201507,CT,Credit_Card,28000,695,0.1738,4
201507,CA,Credit_Card,5400,660,0.1071,3
201507,OK,Other,8500,660,0.2885,3
201507,PA,Debt_Consolidation,7500,680,0.1669,7
201507,TX,Credit_Card,15000,735,0.138,6
201507,TN,Debt_Consolidation,25000,710,0.2899,0
201507,FL,Purchase,28000,680,0.1069,4
201507,NJ,Housing,5000,685,0.0567,8
201507,NC,Debt_Consolidation,33600,690,0.2841,4
201507,NJ,Debt_Consolidation,9500,665,0.2558,11
201507,AZ,Credit_Card,24000,725,0.2164,11
201507,MD,Debt_Consolidation,13625,695,0.2481,11
201507,NJ,Housing,19600,740,0.3355,6
201507,TX,Debt_Consolidation,22000,715,0.2994,11
201507,NJ,Debt_Consolidation,20000,755,0.3013,2
201507,CA,Debt_Consolidation,21000,720,0.3481,5
201507,CT,Debt_Consolidation,7000,675,0.1562,4
201507,MO,Debt_Consolidation,7000,720,0.3118,1
201507,TX,Debt_Consolidation,6850,660,0.278,7
201507,NV,Debt_Consolidation,10000,725,0.1197,0
201507,OH,Housing,6000,670,0.3,5
201507,MN,Debt_Consolidation,12000,705,0.1537,5
201507,TX,Debt_Consolidation,12000,690,0.1485,7
201507,LA,Debt_Consolidation,6000,700,0.1073,2
201507,FL,Purchase,10000,705,0.2085,11
201507,RI,Credit_Card,7000,660,0.1541,2
201507,SC,Debt_Consolidation,13000,670,0.3234,3
201507,UT,Housing,24000,690,0.1526,0
201507,GA,Debt_Consolidation,21000,725,0.2779,11
201507,CA,Credit_Card,5000,660,0.1487,6
201507,CA,Debt_Consolidation,6000,685,0.0651,0
201507,IN,Debt_Consolidation,12000,705,0.0205,11
201507,OK,Debt_Consolidation,3000,660,0.1118,0
201507,TX,Credit_Card,12000,695,0.1232,1
201507,CA,Credit_Card,16800,715,0.0861,0
201507,NV,Purchase,24000,705,0.157,2
201507,MA,Credit_Card,6025,670,0.0181,2
201507,TX,Credit_Card,19775,665,0.2986,2
201507,CA,Debt_Consolidation,8000,675,0.1983,11
201507,CA,Credit_Card,12000,740,0.2589,4
201507,OH,Purchase,12000,775,0.0875,1
201507,TX,Debt_Consolidation,15625,705,0.2001,1
201507,NJ,Credit_Card,20000,660,0.1494,1
201507,CA,Credit_Card,13200,690,0.1341,3
201507,MI,Debt_Consolidation,5000,680,0.2543,0
201507,CA,Debt_Consolidation,7200,740,0.2058,7
201507,GA,Debt_Consolidation,19200,705,0.2336,11
201507,CA,Debt_Consolidation,8600,670,0.2811,11
201507,VA,Credit_Card,10300,680,0.0687,0
201507,MN,Credit_Card,20000,695,0.1726,11
201507,TX,Credit_Card,9000,710,0.1255,0
201507,CA,Debt_Consolidation,16000,720,0.1622,5
201507,FL,Debt_Consolidation,20000,660,0.2934,11
201507,IL,Debt_Consolidation,10100,725,0.1718,0
201507,CA,Debt_Consolidation,12000,660,0.1077,4
201507,CA,Other,8975,675,0.164,0
201507,MD,Debt_Consolidation,15000,675,0.1621,11
201507,VA,Debt_Consolidation,24000,705,0.1775,11
201507,CO,Debt_Consolidation,8000,700,0.0631,8
201507,MA,Debt_Consolidation,16000,670,0.2441,2
201507,OH,Housing,3000,705,0.2035,11
201507,GA,Debt_Consolidation,25000,770,0.0533,1
201507,IL,Debt_Consolidation,10875,680,0.301,7
201507,CA,Credit_Card,23000,680,0.2192,11
201507,IN,Debt_Consolidation,24000,740,0.2477,9
201507,MD,Debt_Consolidation,24000,705,0.197,11
201507,KS,Credit_Card,20000,690,0.2918,0
201507,NY,Debt_Consolidation,20000,680,0.2217,11
201507,WA,Credit_Card,18050,660,0.1848,3
201507,MI,Debt_Consolidation,6075,670,0.3211,0
201507,MI,Debt_Consolidation,11825,670,0.1793,5
201507,TX,Debt_Consolidation,30000,730,0.1209,11
201507,TX,Debt_Consolidation,27500,670,0.1193,11
201507,VA,Credit_Card,12350,680,0.2673,11
201507,NJ,Debt_Consolidation,5000,665,0.1329,11
201507,PA,Debt_Consolidation,30000,725,0.214,11
201507,OH,Debt_Consolidation,16750,735,0.2013,11
201507,MO,Housing,4000,780,0.0468,4
201507,MS,Debt_Consolidation,21000,670,0.3035,11
201507,VA,Housing,24000,670,0.0945,1
201507,MD,Debt_Consolidation,15000,695,0.2646,1
201507,FL,Credit_Card,30000,700,0.1681,11
201507,MD,Debt_Consolidation,25000,680,0.2186,6
201507,FL,Credit_Card,15000,685,0.2777,2
201507,GA,Housing,29900,690,0.1304,11
201507,GA,Debt_Consolidation,10200,665,0.1821,11
201507,FL,Debt_Consolidation,22950,680,0.1902,8
201507,NY,Debt_Consolidation,13950,665,0.2782,11
201507,NY,Debt_Consolidation,18750,710,0.2958,11
201507,VA,Debt_Consolidation,25000,700,0.1423,0
201507,CA,Credit_Card,27250,725,0.2843,11
201507,IL,Debt_Consolidation,5000,680,0.0859,11
201507,FL,Credit_Card,8000,685,0.2301,3
201507,NJ,Debt_Consolidation,2625,690,0.1731,11
201507,NC,Debt_Consolidation,10000,700,0.2118,5
201507,MN,Purchase,3600,745,0.2299,4
201507,NV,Debt_Consolidation,19025,685,0.0802,11
201507,UT,Credit_Card,25000,715,0.1331,9
201507,TX,Debt_Consolidation,7200,665,0.0979,8
201507,KS,Debt_Consolidation,6400,665,0.2772,11
201507,CO,Credit_Card,35000,705,0.2128,6
201507,CA,Debt_Consolidation,18000,690,0.2841,11
201507,NY,Debt_Consolidation,9125,690,0.1142,0
201507,NV,Debt_Consolidation,25000,730,0.146,11
201507,CA,Housing,12000,785,0.3357,7
201507,KS,Credit_Card,12000,675,0.2892,1
201507,FL,Debt_Consolidation,12000,690,0.1196,2
201507,KS,Debt_Consolidation,6700,695,0.1315,2
201507,AR,Debt_Consolidation,27375,660,0.0916,11
201507,WA,Debt_Consolidation,35000,675,0.1854,11
201507,SC,Debt_Consolidation,12000,660,0.2714,6
201507,NJ,Other,8500,700,0.3143,8
201507,VA,Debt_Consolidation,24000,710,0.1558,5
201507,MN,Housing,12000,720,0.2716,11
201507,GA,Credit_Card,20000,720,0.2255,3
201507,CA,Debt_Consolidation,24100,685,0.2652,7
201507,CT,Debt_Consolidation,16000,720,0.1686,11
201507,TN,Other,4800,675,0.2284,11
201507,GA,Purchase,3000,735,0.0861,9
201507,NJ,Housing,5500,695,0.156,2
201507,TN,Debt_Consolidation,9000,660,0.244,5
201507,TX,Debt_Consolidation,10000,745,0.2437,6
201507,WI,Debt_Consolidation,14000,700,0.2757,8
201507,NY,Debt_Consolidation,15000,720,0.1,3
201507,FL,Other,10000,685,0.0318,11
201507,AZ,Debt_Consolidation,9175,665,0.0277,1
201507,AZ,Credit_Card,7200,665,0.3591,11
201507,SC,Debt_Consolidation,10500,680,0.1248,2
